sentence,label,tokens,tree
"Elaborate special effects take centre screen , so that the human story is pushed to one side .",0.625,"Elaborate|special|effects|take|centre|screen|,|so|that|the|human|story|is|pushed|to|one|side|.",34|33|33|29|28|28|30|27|26|24|23|23|22|21|20|19|19|32|20|21|22|25|24|25|26|27|31|29|30|31|32|35|34|35|0
"Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .",0.26388999819755554,"Showtime|is|n't|particularly|assaultive|,|but|it|can|still|make|you|feel|that|you|never|want|to|see|another|car|chase|,|explosion|or|gunfight|again|.",51|49|49|48|48|52|53|47|45|45|44|43|42|41|40|39|38|37|35|34|33|32|31|29|29|30|36|55|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|46|46|47|54|50|50|51|52|53|54|55|0
All the characters are clinically depressed and have abandoned their slim hopes and dreams .,0.3472200036048889,All|the|characters|are|clinically|depressed|and|have|abandoned|their|slim|hopes|and|dreams|.,28|27|27|23|22|22|24|21|20|19|18|16|16|17|26|17|18|19|20|21|25|23|24|25|26|29|28|29|0
This Tuxedo ... should have been sent back to the tailor for some major alterations .,0.13888999819755554,This|Tuxedo|...|should|have|been|sent|back|to|the|tailor|for|some|major|alterations|.,30|30|29|27|26|25|23|23|22|20|20|19|18|17|17|28|18|19|21|21|22|24|24|25|26|27|28|29|31|31|0
"I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .",0.5555599927902222,"I|have|no|problem|with|``|difficult|''|movies|,|or|movies|that|ask|the|audience|to|meet|them|halfway|and|connect|the|dots|instead|of|having|things|all|spelled|out|.",63|61|56|56|55|54|53|52|52|58|59|51|50|49|47|47|46|42|42|43|44|40|39|39|38|37|35|34|34|33|33|62|36|35|36|37|38|41|40|41|45|43|44|45|46|48|48|49|50|51|60|53|54|55|57|57|58|59|60|61|62|63|0
"But first , you have to give the audience a reason to want to put for that effort",0.36111000180244446,"But|first|,|you|have|to|give|the|audience|a|reason|to|want|to|put|for|that|effort",35|34|33|32|31|30|28|27|27|26|25|24|23|22|21|20|19|19|20|21|22|23|24|25|26|29|28|29|30|31|32|33|34|35|0
"Been there , done that ... a thousand times already , and better .",0.30555999279022217,"Been|there|,|done|that|...|a|thousand|times|already|,|and|better|.",26|23|23|21|19|19|18|17|17|22|15|15|16|27|16|25|18|20|20|21|22|24|24|25|26|27|0
"What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .",0.05555599927902222,"What|'s|most|offensive|is|n't|the|waste|of|a|good|cast|,|but|the|film|'s|denial|of|sincere|grief|and|mourning|in|favor|of|bogus|spiritualism|.",52|51|50|50|48|48|46|46|45|44|43|43|54|55|41|41|40|39|38|35|35|36|33|32|32|31|30|30|57|31|34|33|34|37|36|37|38|39|40|42|42|56|44|45|47|47|49|49|53|51|52|53|54|55|56|57|0
"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",0.16666999459266663,"Sunk|by|way|too|much|indulgence|of|scene-chewing|,|teeth-gnashing|actorliness|.",22|21|18|18|19|17|16|15|14|13|13|23|14|15|16|17|20|19|20|21|22|23|0
"Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .",0.25,"Fans|of|Plympton|'s|shorts|may|marginally|enjoy|the|film|,|but|it|is|doubtful|this|listless|feature|will|win|him|any|new|viewers|.",44|43|41|41|42|39|39|38|37|37|46|47|36|35|34|32|31|31|30|28|28|27|26|26|49|27|29|29|30|33|32|33|34|35|36|48|38|40|40|45|42|43|44|45|46|47|48|49|0
Barrels along at the start before becoming mired in sentimentality .,0.48611000180244446,Barrels|along|at|the|start|before|becoming|mired|in|sentimentality|.,18|18|17|16|16|15|14|13|12|12|21|13|14|15|20|17|19|19|20|21|0
"None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .",0.05555599927902222,"None|of|this|sounds|promising|and|,|indeed|,|the|first|half|of|Sorority|Boys|is|as|appalling|as|any|`|comedy|'|to|ever|spill|from|a|projector|'s|lens|.",58|57|57|56|56|60|61|55|54|51|50|50|49|48|48|46|45|44|43|42|41|40|40|39|38|37|36|34|33|33|35|63|34|35|36|37|38|39|47|41|42|43|44|45|46|47|53|49|52|51|52|53|54|55|62|59|58|59|60|61|62|63|0
The kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .,0.38888999819755554,The|kind|of|movie|that|leaves|vague|impressions|and|a|nasty|aftertaste|but|little|clear|memory|of|its|operational|mechanics|.,39|39|38|37|36|35|32|32|33|30|26|26|27|25|25|29|24|23|22|22|41|23|24|31|28|27|28|29|30|31|34|33|34|35|36|37|38|40|40|41|0
"` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '",0.11111000180244446,"`|Punch-Drunk|Love|is|so|convinced|of|its|own|brilliance|that|,|if|it|were|a|person|,|you|'d|want|to|smash|its|face|in|.|'",55|53|53|49|48|47|46|45|44|44|42|42|40|39|38|37|37|36|35|34|33|32|30|29|29|31|51|52|30|31|32|33|34|35|36|41|38|39|40|41|43|43|50|45|46|47|48|49|50|51|52|54|54|55|0
At once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .,0.30555999279022217,At|once|overly|old-fashioned|in|its|sudsy|plotting|and|heavy-handed|in|its|effort|to|modernize|it|with|encomia|to|diversity|and|tolerance|.,42|39|38|38|37|36|36|41|43|35|34|33|32|31|28|28|27|27|26|24|24|25|45|25|26|30|29|29|30|31|32|33|34|35|44|37|40|39|40|41|42|43|44|45|0
The trashy teen-sleaze equivalent of Showgirls .,0.23611000180244446,The|trashy|teen-sleaze|equivalent|of|Showgirls|.,11|10|9|9|8|8|13|12|10|11|12|13|0
"While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation .",0.38888999819755554,"While|the|production|details|are|lavish|,|film|has|little|insight|into|the|historical|period|and|its|artists|,|particularly|in|how|Sand|developed|a|notorious|reputation|.",54|52|51|51|50|50|49|48|43|42|42|41|38|37|37|39|36|36|45|35|34|33|32|31|30|29|29|47|30|31|32|33|34|35|46|40|38|39|40|41|44|43|44|45|46|47|48|49|55|53|52|53|54|55|0
A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .,0.08333300054073334,A|crass|and|insulting|homage|to|great|films|like|Some|Like|It|Hot|and|the|John|Wayne|classics|.,35|32|32|33|34|31|30|30|27|26|25|25|23|23|22|21|20|20|29|21|22|24|24|28|26|27|28|29|37|31|36|33|34|35|36|37|0
What 's the most positive thing that can be said about the new Rob Schneider vehicle ?,0.48611000180244446,What|'s|the|most|positive|thing|that|can|be|said|about|the|new|Rob|Schneider|vehicle|?,33|31|29|27|27|28|26|25|24|23|22|21|20|19|18|18|32|19|20|21|22|23|24|25|26|30|28|29|30|31|32|33|0
"Well , it 's not as pathetic as The Animal .",0.4166699945926666,"Well|,|it|'s|not|as|pathetic|as|The|Animal|.",21|20|19|16|16|15|14|13|12|12|18|13|14|15|17|17|18|19|20|21|0
"With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .",0.2916699945926666,"With|all|the|sympathy|,|empathy|and|pity|fogging|up|the|screen|...|His|Secret|Life|enters|the|land|of|unintentional|melodrama|and|tiresome|love|triangles|.",52|51|50|50|49|43|43|44|41|41|40|40|46|38|37|37|36|34|34|33|32|31|30|29|28|28|48|29|30|31|32|33|35|35|36|39|38|39|47|42|42|45|44|45|46|47|48|49|53|51|52|53|0
The problematic characters and overly convenient plot twists foul up Shum 's good intentions .,0.2777799963951111,The|problematic|characters|and|overly|convenient|plot|twists|foul|up|Shum|'s|good|intentions|.,26|25|25|27|23|23|22|22|19|19|17|17|16|16|21|18|18|20|20|21|29|24|24|28|26|27|28|29|0
What ` Blade Runner ' would 've looked like as a low-budget series on a UHF channel .,0.3333300054073334,What|`|Blade|Runner|'|would|'ve|looked|like|as|a|low-budget|series|on|a|UHF|channel|.,34|33|31|31|30|30|28|27|26|25|23|22|22|21|20|19|19|29|20|21|24|23|24|25|26|27|28|29|35|32|32|33|34|35|0
"Has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .",0.22222000360488892,"Has|all|the|values|of|a|straight-to-video|movie|,|but|because|it|has|a|bigger-name|cast|,|it|gets|a|full|theatrical|release|.",44|42|41|41|40|39|38|38|45|37|35|34|33|32|31|31|30|29|28|27|26|25|25|47|26|27|28|29|30|36|32|33|34|35|36|37|46|39|40|43|42|43|44|45|46|47|0
"With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .",0.3333300054073334,"With|its|lackadaisical|plotting|and|mindless|action|,|All|About|the|Benjamins|evokes|the|bottom|tier|of|blaxploitation|flicks|from|the|1970s|.",44|43|42|39|39|40|41|38|37|35|34|34|31|29|28|28|27|26|26|25|24|24|33|25|32|27|30|29|30|31|32|33|36|35|36|37|38|45|40|41|42|43|44|45|0
"It never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .",0.6111099720001221,"It|never|quite|makes|it|to|the|boiling|point|,|but|manages|to|sustain|a|good|simmer|for|most|of|its|running|time|.",47|46|41|39|39|38|37|36|36|42|43|35|34|32|31|30|30|29|28|27|26|25|25|45|26|27|28|29|33|31|32|33|34|35|44|37|38|40|40|41|42|43|44|45|46|47|0
"Loud , silly , stupid and pointless .",0.11111000180244446,"Loud|,|silly|,|stupid|and|pointless|.",13|13|12|11|9|9|10|15|10|11|12|14|14|15|0
"Mandel Holland 's direction is uninspired , and his scripting unsurprising , but the performances by Phifer and Black are ultimately winning .",0.5277799963951111,"Mandel|Holland|'s|direction|is|uninspired|,|and|his|scripting|unsurprising|,|but|the|performances|by|Phifer|and|Black|are|ultimately|winning|.",36|35|35|37|34|34|39|40|32|32|33|42|43|29|29|28|26|26|27|24|24|25|45|25|31|27|28|30|30|31|44|33|41|38|36|37|38|39|40|41|42|43|44|45|0
You 'll find yourself wishing that you and they were in another movie .,0.06944400072097778,You|'ll|find|yourself|wishing|that|you|and|they|were|in|another|movie|.,27|25|24|23|22|21|18|18|19|17|16|15|15|26|16|17|20|19|20|21|22|23|24|25|26|27|0
A yawn-provoking little farm melodrama .,0.18055999279022217,A|yawn-provoking|little|farm|melodrama|.,11|10|9|8|7|7|8|9|10|11|0
"Did no one on the set have a sense of humor , or did they not have the nerve to speak up ?",0.30555999279022217,"Did|no|one|on|the|set|have|a|sense|of|humor|,|or|did|they|not|have|the|nerve|to|speak|up|?",40|38|38|37|36|36|35|33|33|32|32|42|43|29|29|30|28|27|26|25|24|24|45|25|26|27|28|31|30|31|44|34|34|35|41|37|39|39|40|41|42|43|44|45|0
"Seriously , rent the Disney version .",0.3333300054073334,"Seriously|,|rent|the|Disney|version|.",13|12|10|9|8|8|11|9|10|11|12|13|0
"As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them .",0.16666999459266663,"As|David|Letterman|and|The|Onion|have|proven|,|the|worst|of|tragedies|can|be|fertile|sources|of|humor|,|but|Lawrence|has|only|a|fleeting|grasp|of|how|to|develop|them|.",60|56|56|57|55|55|54|54|53|50|50|49|49|48|46|46|45|44|44|62|63|43|42|40|39|38|38|37|36|35|34|34|65|35|36|37|41|39|40|41|42|43|64|45|47|47|48|52|51|51|52|53|61|59|58|57|58|59|60|61|62|63|64|65|0
"Like its parade of predecessors , this Halloween is a gory slash-fest .",0.625,"Like|its|parade|of|predecessors|,|this|Halloween|is|a|gory|slash-fest|.",24|22|22|21|21|20|18|18|16|15|14|14|17|15|16|17|19|19|20|25|23|23|24|25|0
"It ca n't escape its past , and it does n't want to .",0.5555599927902222,"It|ca|n't|escape|its|past|,|and|it|does|n't|want|to|.",23|21|21|20|19|19|24|25|18|16|16|15|15|27|17|17|18|26|20|22|22|23|24|25|26|27|0
`` Abandon '' will leave you wanting to abandon the theater .,0.0,``|Abandon|''|will|leave|you|wanting|to|abandon|the|theater|.,23|22|21|19|18|17|16|15|14|13|13|20|14|15|16|17|18|19|20|21|22|23|0
"Problem is , we have no idea what in creation is going on .",0.2916699945926666,"Problem|is|,|we|have|no|idea|what|in|creation|is|going|on|.",27|24|24|23|22|20|20|19|17|17|16|15|15|26|16|18|18|19|21|21|22|23|25|25|26|27|0
"A live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .",0.6527799963951111,"A|live-action|cartoon|,|a|fast-moving|and|cheerfully|simplistic|88|minutes|of|exaggerated|action|put|together|with|the|preteen|boy|in|mind|.",42|41|41|43|39|36|36|37|38|34|34|33|32|32|29|29|28|26|25|25|24|24|31|27|26|27|28|30|30|31|45|33|35|35|40|37|38|39|40|44|42|43|44|45|0
A loquacious and dreary piece of business .,0.38888999819755554,A|loquacious|and|dreary|piece|of|business|.,13|12|11|10|10|9|9|15|14|11|12|13|14|15|0
"What the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean .",0.2777799963951111,"What|the|audience|feels|is|exhaustion|,|from|watching|a|movie|that|is|dark|(|dark|green|,|to|be|exact|)|,|sour|,|bloody|and|mean|.",56|54|54|55|52|48|48|47|46|43|43|42|41|41|40|36|36|37|35|34|34|39|50|33|32|30|30|31|53|31|32|33|51|35|38|37|38|39|40|45|42|44|44|45|46|47|49|49|50|51|52|53|57|55|56|57|0
"director Hoffman , his writer and Kline 's agent should serve detention",0.16666999459266663,"director|Hoffman|,|his|writer|and|Kline|'s|agent|should|serve|detention",18|18|19|17|17|21|15|15|16|14|13|13|14|23|16|22|20|19|20|21|22|23|0
"Dodgy mixture of cutesy romance , dark satire and murder mystery .",0.4583300054073334,"Dodgy|mixture|of|cutesy|romance|,|dark|satire|and|murder|mystery|.",21|21|20|15|15|16|14|14|18|13|13|23|19|17|16|17|18|19|20|22|22|23|0
"Meticulously mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant .",0.6805599927902222,"Meticulously|mounted|,|exasperatingly|well-behaved|film|,|which|ticks|off|Kahlo|'s|lifetime|milestones|with|the|dutiful|precision|of|a|tax|accountant|.",45|41|41|42|38|38|39|37|35|35|32|32|31|31|30|28|27|27|26|25|24|24|44|25|26|29|28|29|30|34|33|33|34|36|36|37|40|39|40|43|42|43|44|45|0
Time of Favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .,0.31944000720977783,Time|of|Favor|could|have|given|audiences|the|time|of|day|by|concentrating|on|the|elements|of|a|revealing|alienation|among|a|culture|of|people|who|sadly|are|at|hostile|odds|with|one|another|through|recklessness|and|retaliation|.,76|75|75|73|72|70|70|68|68|67|66|65|63|62|60|60|59|58|57|57|56|54|54|53|52|51|50|48|47|45|45|44|43|43|42|40|40|41|74|41|42|49|44|46|46|47|48|49|50|51|52|53|55|55|56|64|58|59|61|61|62|63|64|65|66|67|69|69|71|71|72|73|74|77|76|77|0
I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .,0.09722200036048889,I|'m|not|sure|which|will|take|longer|to|heal|:|the|welt|on|Johnny|Knoxville|'s|stomach|from|a|riot-control|projectile|or|my|own|tortured|psyche|.,55|52|52|51|50|49|47|46|45|42|42|41|41|40|38|37|37|39|36|33|32|32|34|31|30|29|29|54|30|31|35|33|34|35|36|48|38|39|40|44|43|43|44|45|46|47|48|49|50|51|53|53|54|55|0
"While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration .",0.43055999279022217,"While|Serving|Sara|does|have|a|long|way|to|go|before|it|reaches|the|level|of|crudity|in|the|latest|Austin|Powers|extravaganza|,|there|'s|nothing|here|to|match|that|movie|'s|intermittent|moments|of|inspiration|.",74|72|72|71|70|69|68|67|66|65|64|63|62|60|60|59|57|56|55|55|54|53|53|52|51|48|48|47|46|45|42|41|41|40|40|39|39|50|44|43|42|43|44|45|46|47|49|49|50|51|52|75|54|58|56|57|58|59|61|61|62|63|64|65|66|67|68|69|70|71|73|73|74|75|0
"I 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen .",0.05555599927902222,"I|'m|not|sure|which|is|worse|:|the|poor|acting|by|the|ensemble|cast|,|the|flat|dialogue|by|Vincent|R.|Nebrida|or|the|gutless|direction|by|Laurice|Guillen|.",61|58|58|57|56|55|54|53|51|50|50|49|44|43|43|45|41|40|40|39|38|37|37|47|35|34|34|33|32|32|60|33|36|35|36|48|38|39|42|41|42|46|44|45|46|47|48|49|52|51|52|53|54|55|56|57|59|59|60|61|0
The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .,0.22222000360488892,The|only|reason|you|should|see|this|movie|is|if|you|have|a|case|of|masochism|and|an|hour|and|a|half|to|blow|.,47|46|46|45|44|43|42|42|40|39|38|36|32|32|31|31|34|28|28|29|27|27|26|26|41|37|30|29|30|35|33|33|34|35|36|37|38|39|40|41|49|43|44|45|48|47|48|49|0
"Whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors .",0.4027799963951111,"Whatever|about|warning|kids|about|the|dangers|of|ouija|boards|,|someone|should|dispense|the|same|advice|to|film|directors|.",40|39|37|37|36|34|34|33|32|32|31|30|28|26|25|24|24|23|22|22|29|23|27|25|26|27|28|29|30|31|41|33|35|35|36|38|38|39|40|41|0
"As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .",0.30555999279022217,"As|with|so|many|merchandised-to-the-max|movies|of|this|type|,|more|time|appears|to|have|gone|into|recruiting|the|right|bands|for|the|playlist|and|the|costuming|of|the|stars|than|into|the|script|,|which|has|a|handful|of|smart|jokes|and|not|much|else|.",92|91|88|88|87|87|86|85|85|84|82|82|80|79|78|75|74|72|68|67|67|66|65|65|70|63|63|62|61|61|60|59|56|56|57|55|54|52|52|51|50|50|76|49|48|48|81|49|77|51|53|53|54|55|58|57|58|59|60|73|62|64|64|71|66|69|68|69|70|71|72|73|74|75|76|77|78|79|80|81|83|83|84|93|86|90|89|89|90|91|92|93|0
The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .,0.15277999639511108,The|Irwins|'|scenes|are|fascinating|;|the|movie|as|a|whole|is|cheap|junk|and|an|insult|to|their|death-defying|efforts|.,40|39|39|41|38|38|43|35|35|34|33|33|32|29|29|30|27|27|26|25|24|24|45|25|26|28|28|31|30|31|32|37|34|36|36|37|44|42|40|41|42|43|44|45|0
"If routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .",0.26388999819755554,"If|routine|action|and|jokes|like|this|are|your|cup|of|tea|,|then|pay|your|$|8|and|get|ready|for|the|big|shear|.",50|47|45|45|46|44|44|43|41|41|40|40|39|38|33|33|32|32|35|30|30|29|28|27|27|37|28|29|31|31|36|34|34|35|36|37|38|39|51|42|42|43|49|48|46|47|48|49|50|51|0
This is one baaaaaaaaad movie .,0.06944400072097778,This|is|one|baaaaaaaaad|movie|.,11|9|8|7|7|10|8|9|10|11|0
A man leaving the screening said the film was better than Saving Private Ryan .,0.833329975605011,A|man|leaving|the|screening|said|the|film|was|better|than|Saving|Private|Ryan|.,27|27|26|25|25|23|21|21|19|19|18|17|16|16|24|17|18|20|20|22|22|23|24|29|26|28|28|29|0
He may have meant the Internet short Saving Ryan 's Privates .,0.4583300054073334,He|may|have|meant|the|Internet|short|Saving|Ryan|'s|Privates|.,23|21|20|18|16|16|17|14|13|13|15|22|14|15|19|17|18|19|20|21|22|23|0
"But Windtalkers does n't beat that one , either .",0.30555999279022217,"But|Windtalkers|does|n't|beat|that|one|,|either|.",19|18|15|15|12|11|11|13|14|17|12|13|14|16|16|17|18|19|0
May puzzle his most ardent fans .,0.2777799963951111,May|puzzle|his|most|ardent|fans|.,13|11|10|8|8|9|12|9|10|11|12|13|0
Starts as a tart little lemon drop of a movie and ends up as a bitter pill .,0.2777799963951111,Starts|as|a|tart|little|lemon|drop|of|a|movie|and|ends|up|as|a|bitter|pill|.,32|31|29|28|27|26|26|25|24|24|33|22|22|21|20|19|19|35|20|21|23|23|34|25|30|27|28|29|30|31|32|33|34|35|0
"We never feel anything for these characters , and as a result the film is basically just a curiosity .",0.2777799963951111,"We|never|feel|anything|for|these|characters|,|and|as|a|result|the|film|is|basically|just|a|curiosity|.",35|34|33|32|31|30|30|36|37|28|27|27|25|25|23|23|22|21|21|39|22|24|24|26|26|29|28|29|38|31|32|33|34|35|36|37|38|39|0
Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering .,0.4166699945926666,Those|unfamiliar|with|Mormon|traditions|may|find|The|Singles|Ward|occasionally|bewildering|.,23|23|22|21|21|19|18|16|15|15|14|14|20|17|16|17|18|19|20|25|22|24|24|25|0
"Ritchie may not have a novel thought in his head , but he knows how to pose Madonna .",0.4722200036048889,"Ritchie|may|not|have|a|novel|thought|in|his|head|,|but|he|knows|how|to|pose|Madonna|.",33|31|31|30|28|28|27|26|25|25|34|35|24|23|22|21|20|20|37|21|22|23|24|36|26|27|29|29|30|32|32|33|34|35|36|37|0
"The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .",0.43055999279022217,"The|story|,|touching|though|it|is|,|does|not|quite|have|enough|emotional|resonance|or|variety|of|incident|to|sustain|a|feature|,|and|even|at|85|minutes|it|feels|a|bit|long|.",61|61|62|60|59|58|58|64|55|55|56|53|49|49|50|51|48|47|47|46|45|44|44|66|67|43|41|40|40|39|37|36|36|38|69|37|38|39|42|41|42|43|68|45|46|54|48|52|50|51|52|53|54|57|56|57|65|59|60|63|62|63|64|65|66|67|68|69|0
"Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .",0.25,"Feels|like|the|work|of|an|artist|who|is|simply|tired|--|of|fighting|the|same|fights|,|of|putting|the|weight|of|the|world|on|his|shoulders|,|of|playing|with|narrative|form|.",69|67|65|65|64|56|56|55|53|53|54|58|52|51|50|49|49|60|48|47|45|45|44|42|42|41|40|40|62|39|38|37|36|36|68|37|38|39|63|41|43|43|44|46|46|47|48|61|50|51|52|59|54|55|57|57|58|59|60|61|62|63|64|66|66|67|68|69|0
"While you have to admit it 's semi-amusing to watch Robert DeNiro belt out `` When you 're a Jet , you 're a Jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` Tonight . ''",0.26388999819755554,"While|you|have|to|admit|it|'s|semi-amusing|to|watch|Robert|DeNiro|belt|out|``|When|you|'re|a|Jet|,|you|'re|a|Jet|all|the|way|,|''|it|'s|equally|distasteful|to|watch|him|sing|the|lyrics|to|``|Tonight|.|''",87|86|85|84|83|82|81|80|79|78|76|76|73|73|74|72|71|70|69|69|68|67|66|63|63|64|62|62|61|60|59|55|54|54|53|52|51|49|48|48|46|46|47|57|58|47|50|49|50|51|52|53|56|55|56|57|58|59|60|61|89|65|64|65|66|67|68|88|70|71|72|75|74|75|77|77|78|79|80|81|82|83|84|85|86|87|88|89|0
The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . ',0.05555599927902222,The|whole|mess|boils|down|to|a|transparently|hypocritical|work|that|feels|as|though|it|'s|trying|to|set|the|women|'s|liberation|movement|back|20|years|.|',56|55|55|51|51|50|48|47|46|46|45|44|43|42|41|40|39|38|36|34|33|33|32|32|31|30|30|53|54|31|37|35|34|35|36|37|38|39|40|41|42|43|44|45|49|47|48|49|50|52|52|53|54|57|56|57|0
"... the cast portrays their cartoon counterparts well ... but quite frankly , Scoob and Shag do n't eat enough during the film . '",0.3472200036048889,"...|the|cast|portrays|their|cartoon|counterparts|well|...|but|quite|frankly|,|Scoob|and|Shag|do|n't|eat|enough|during|the|film|.|'",49|47|46|40|39|38|38|41|42|43|44|45|37|34|34|35|30|30|28|28|27|26|26|32|33|27|29|29|31|31|32|33|36|35|36|37|48|39|40|41|42|43|44|45|46|47|48|49|0
More of the same old garbage Hollywood has been trying to pass off as acceptable teen entertainment for some time now .,0.11111000180244446,More|of|the|same|old|garbage|Hollywood|has|been|trying|to|pass|off|as|acceptable|teen|entertainment|for|some|time|now|.,42|41|40|39|38|38|37|35|34|33|32|28|28|26|26|25|25|24|23|23|31|36|24|30|27|27|29|29|30|31|32|33|34|35|36|37|43|39|40|41|42|43|0
TV skit-com material fervently deposited on the big screen .,0.31944000720977783,TV|skit-com|material|fervently|deposited|on|the|big|screen|.,19|16|16|17|14|13|12|11|11|15|12|13|14|15|18|17|18|19|0
"( Johnnie To and Wai Ka Fai are ) sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",0.31944000720977783,"(|Johnnie|To|and|Wai|Ka|Fai|are|)|sure|to|find|an|enthusiastic|audience|among|American|action-adventure|buffs|,|but|the|film|'s|interests|may|be|too|narrow|to|attract|crossover|viewers|.",67|65|64|61|61|58|58|59|60|57|56|54|53|52|52|51|47|46|46|48|49|44|43|43|45|41|40|39|38|37|36|35|35|42|36|37|38|39|40|41|42|66|44|45|50|47|48|49|50|51|55|53|54|55|56|57|63|59|60|62|62|63|64|65|66|67|0
"If there was ever a movie where the upbeat ending feels like a copout , this is the one .",0.2777799963951111,"If|there|was|ever|a|movie|where|the|upbeat|ending|feels|like|a|copout|,|this|is|the|one|.",38|37|35|35|33|33|32|30|29|29|28|27|26|26|25|24|22|21|21|23|22|23|24|25|39|27|28|31|30|31|32|34|34|36|36|37|38|39|0
"It 's as sorry a mess as its director 's diabolical debut , Mad Cows .",0.18055999279022217,"It|'s|as|sorry|a|mess|as|its|director|'s|diabolical|debut|,|Mad|Cows|.",31|28|27|27|25|25|24|20|19|19|18|18|22|17|17|30|23|21|20|21|22|23|24|26|26|29|28|29|30|31|0
Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .,0.23611000180244446,Any|attempts|at|nuance|given|by|the|capable|cast|is|drowned|out|by|director|Jon|Purdy|'s|sledgehammer|sap|.,37|37|36|35|34|33|32|31|31|29|27|27|26|24|23|22|22|21|21|30|25|23|24|25|26|28|28|29|30|39|32|33|34|35|36|38|38|39|0
"Its audacious ambitions sabotaged by pomposity , Steven Soderbergh 's space opera emerges as a numbingly dull experience .",0.2777799963951111,"Its|audacious|ambitions|sabotaged|by|pomposity|,|Steven|Soderbergh|'s|space|opera|emerges|as|a|numbingly|dull|experience|.",35|34|34|33|32|32|31|28|27|27|26|26|24|23|22|20|20|21|25|21|22|23|24|25|30|29|28|29|30|31|37|33|36|35|36|37|0
"Despite some strong performances , never rises above the level of a telanovela .",0.3472200036048889,"Despite|some|strong|performances|,|never|rises|above|the|level|of|a|telanovela|.",26|25|24|24|23|22|20|19|17|17|16|15|15|21|16|18|18|19|20|21|22|23|27|25|26|27|0
"This is a picture that Maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .",0.4027799963951111,"This|is|a|picture|that|Maik|,|the|firebrand|turned|savvy|ad|man|,|would|be|envious|of|:|it|hijacks|the|heat|of|revolution|and|turns|it|into|a|sales|tool|.",62|60|59|59|58|54|54|52|52|51|50|49|49|56|48|47|46|46|63|45|42|40|40|39|39|43|37|37|36|35|34|34|65|35|36|38|38|44|41|41|42|43|44|45|64|47|48|57|50|51|53|53|55|55|56|57|58|61|60|61|62|63|64|65|0
